script,oracle_result,sley_result,oracle_cells,sley_cells,cell_vector,correctness,unexpected_sley_skips,missing_sley_cells,extra_sley_cells,performance_eligible,performance_comparison
t3430-rebase-merges.sh,PASS,PASS,34,34,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3431-rebase-fork-point.sh,PASS,FAIL,26,26,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3432-rebase-fast-forward.sh,PASS,PASS,225,225,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3433-rebase-across-mode-change.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3434-rebase-i18n.sh,PASS,PASS,6,6,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3435-rebase-gpg-sign.sh,SKIP,SKIP,0,0,EXACT,PASS,0,0,0,eligible,INCOMPARABLE
t3436-rebase-more-options.sh,PASS,PASS,19,19,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3437-rebase-fixup-options.sh,PASS,FAIL,13,13,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3438-rebase-broken-files.sh,PASS,FAIL,9,9,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3440-rebase-trailer.sh,PASS,FAIL,10,10,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3450-history.sh,PASS,FAIL,2,2,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3451-history-reword.sh,PASS,PASS,14,14,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3452-history-split.sh,PASS,PASS,25,25,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3500-cherry.sh,PASS,FAIL,5,5,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3501-revert-cherry-pick.sh,PASS,PASS,21,21,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3502-cherry-pick-merge.sh,PASS,PASS,12,12,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3503-cherry-pick-root.sh,PASS,PASS,6,6,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3504-cherry-pick-rerere.sh,PASS,FAIL,9,9,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3505-cherry-pick-empty.sh,PASS,PASS,17,17,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3506-cherry-pick-ff.sh,PASS,PASS,11,11,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3507-cherry-pick-conflict.sh,PASS,PASS,44,44,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3508-cherry-pick-many-commits.sh,PASS,FAIL,14,14,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3509-cherry-pick-merge-df.sh,PASS,FAIL,9,9,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3510-cherry-pick-sequence.sh,PASS,PASS,55,55,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3511-cherry-pick-x.sh,PASS,FAIL,22,22,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3512-cherry-pick-submodule.sh,PASS,PASS,15,15,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3513-revert-submodule.sh,PASS,PASS,14,14,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3514-cherry-pick-revert-gpg.sh,SKIP,SKIP,0,0,EXACT,PASS,0,0,0,eligible,INCOMPARABLE
t3600-rm.sh,PASS,PASS,82,82,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3601-rm-pathspec-file.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3602-rm-sparse-checkout.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3650-replay-basics.sh,PASS,FAIL,48,48,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3700-add.sh,PASS,PASS,58,58,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3701-add-interactive.sh,PASS,PASS,130,130,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3702-add-edit.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3703-add-magic-pathspec.sh,PASS,FAIL,6,6,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3704-add-pathspec-file.sh,PASS,PASS,11,11,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3705-add-sparse-checkout.sh,PASS,PASS,20,20,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3800-mktag.sh,PASS,PASS,151,151,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3900-i18n-commit.sh,PASS,PASS,38,38,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3901-i18n-patch.sh,PASS,PASS,20,20,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3902-quoted.sh,PASS,FAIL,13,13,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3903-stash.sh,PASS,PASS,145,145,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3904-stash-patch.sh,PASS,FAIL,10,10,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3905-stash-include-untracked.sh,PASS,PASS,34,34,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3906-stash-submodule.sh,PASS,FAIL,16,16,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3907-stash-show-config.sh,PASS,FAIL,10,10,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t3908-stash-in-worktree.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3909-stash-pathspec-file.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t3910-mac-os-precompose.sh,PASS,FAIL,29,29,EXACT,PASS,0,0,0,eligible,INCOMPARABLE
t3920-crlf-messages.sh,PASS,PASS,18,18,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4000-diff-format.sh,PASS,FAIL,41,41,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4001-diff-rename.sh,PASS,PASS,23,23,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4002-diff-basic.sh,PASS,PASS,63,63,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4003-diff-rename-1.sh,PASS,FAIL,7,7,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4004-diff-rename-symlink.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4005-diff-rename-2.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4006-diff-mode.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4007-rename-3.sh,PASS,FAIL,13,13,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4008-diff-break-rewrite.sh,PASS,FAIL,14,14,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4009-diff-rename-4.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4010-diff-pathspec.sh,PASS,FAIL,17,17,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4011-diff-symlink.sh,PASS,FAIL,8,8,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4012-diff-binary.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4013-diff-various.sh,PASS,PASS,230,230,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4014-format-patch.sh,PASS,FAIL,226,226,EXACT,PASS,0,0,0,eligible,INCOMPARABLE
t4015-diff-whitespace.sh,PASS,FAIL,136,136,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4016-diff-quote.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4017-diff-retval.sh,PASS,PASS,38,38,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4018-diff-funcname.sh,PASS,PASS,291,291,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4019-diff-wserror.sh,PASS,FAIL,21,21,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4020-diff-external.sh,PASS,PASS,72,72,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4022-diff-rewrite.sh,PASS,FAIL,11,11,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4023-diff-rename-typechange.sh,PASS,FAIL,4,4,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4024-diff-optimize-common.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4025-hunk-header.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4026-color.sh,PASS,PASS,34,34,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4027-diff-submodule.sh,PASS,FAIL,20,20,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4028-format-patch-mime-headers.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4029-diff-trailing-space.sh,PASS,PASS,1,1,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4030-diff-textconv.sh,PASS,PASS,19,19,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4031-diff-rewrite-binary.sh,PASS,FAIL,8,8,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4032-diff-inter-hunk-context.sh,PASS,PASS,38,38,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4033-diff-patience.sh,PASS,FAIL,11,11,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4034-diff-words.sh,PASS,PASS,66,66,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4035-diff-quiet.sh,PASS,FAIL,23,23,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4036-format-patch-signer-mime.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4037-diff-r-t-dirs.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4038-diff-combined.sh,PASS,PASS,26,26,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4039-diff-assume-unchanged.sh,PASS,FAIL,4,4,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4040-whitespace-status.sh,PASS,FAIL,11,11,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4041-diff-submodule-option.sh,PASS,PASS,47,47,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4042-diff-textconv-caching.sh,PASS,FAIL,8,8,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4043-diff-rename-binary.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4044-diff-index-unique-abbrev.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4045-diff-relative.sh,PASS,PASS,39,39,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4046-diff-unmerged.sh,PASS,FAIL,8,8,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4047-diff-dirstat.sh,PASS,PASS,41,41,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4048-diff-combined-binary.sh,PASS,FAIL,14,14,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4049-diff-stat-count.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4050-diff-histogram.sh,PASS,FAIL,10,10,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4051-diff-function-context.sh,PASS,FAIL,42,42,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4052-stat-output.sh,PASS,PASS,91,91,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4053-diff-no-index.sh,PASS,PASS,41,41,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4054-diff-bogus-tree.sh,PASS,PASS,14,14,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4055-diff-context.sh,PASS,PASS,11,11,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4056-diff-order.sh,PASS,PASS,23,23,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4057-diff-combined-paths.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4058-diff-duplicates.sh,PASS,FAIL,16,16,EXACT,PASS,0,0,0,eligible,INCOMPARABLE
t4059-diff-submodule-not-initialized.sh,PASS,FAIL,8,8,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4060-diff-submodule-option-diff-format.sh,PASS,PASS,51,51,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4061-diff-indent.sh,PASS,FAIL,33,33,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4062-diff-pickaxe.sh,PASS,FAIL,3,3,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4063-diff-blobs.sh,PASS,PASS,18,18,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4064-diff-oidfind.sh,PASS,PASS,10,10,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4065-diff-anchored.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4066-diff-emit-delay.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4067-diff-partial-clone.sh,PASS,PASS,9,9,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4068-diff-symmetric-merge-base.sh,PASS,PASS,36,36,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4069-remerge-diff.sh,PASS,FAIL,16,16,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4070-diff-pairs.sh,PASS,FAIL,7,7,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4071-diff-minimal.sh,PASS,PASS,1,1,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4072-diff-max-depth.sh,PASS,FAIL,76,76,EXACT,PASS,0,0,0,eligible,INCOMPARABLE
t4073-diff-stat-name-width.sh,PASS,PASS,6,6,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4074-diff-shifted-matched-group.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4100-apply-stat.sh,PASS,PASS,25,25,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4101-apply-nonl.sh,PASS,PASS,12,12,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4102-apply-rename.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4103-apply-binary.sh,PASS,FAIL,24,24,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4104-apply-boundary.sh,PASS,PASS,24,24,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4105-apply-fuzz.sh,PASS,FAIL,9,9,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4106-apply-stdin.sh,PASS,FAIL,3,3,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4107-apply-ignore-whitespace.sh,PASS,FAIL,11,11,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4108-apply-threeway.sh,PASS,PASS,18,18,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4109-apply-multifrag.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4110-apply-scan.sh,PASS,PASS,1,1,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4111-apply-subdir.sh,PASS,PASS,10,10,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4112-apply-renames.sh,PASS,FAIL,2,2,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4113-apply-ending.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4114-apply-typechange.sh,PASS,FAIL,12,12,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4115-apply-symlink.sh,PASS,PASS,8,8,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4116-apply-reverse.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4117-apply-reject.sh,PASS,PASS,8,8,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4118-apply-empty-context.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4119-apply-config.sh,PASS,PASS,11,11,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4120-apply-popt.sh,PASS,PASS,12,12,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4121-apply-diffs.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4122-apply-symlink-inside.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4123-apply-shrink.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4124-apply-ws-rule.sh,PASS,PASS,86,86,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4125-apply-ws-fuzz.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4126-apply-empty.sh,PASS,FAIL,8,8,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4127-apply-same-fn.sh,PASS,FAIL,7,7,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4128-apply-root.sh,PASS,PASS,12,12,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4129-apply-samemode.sh,PASS,PASS,23,23,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4130-apply-criss-cross-rename.sh,PASS,FAIL,7,7,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4131-apply-fake-ancestor.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4132-apply-removal.sh,PASS,FAIL,14,14,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4133-apply-filenames.sh,PASS,FAIL,4,4,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4134-apply-submodule.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4135-apply-weird-filenames.sh,PASS,FAIL,20,20,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4136-apply-check.sh,PASS,PASS,6,6,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4137-apply-submodule.sh,PASS,PASS,28,28,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4138-apply-ws-expansion.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4139-apply-escape.sh,PASS,PASS,12,12,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4140-apply-ita.sh,PASS,FAIL,7,7,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4150-am.sh,PASS,PASS,87,87,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4151-am-abort.sh,PASS,PASS,20,20,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4152-am-subjects.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4153-am-resume-override-opts.sh,PASS,PASS,6,6,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4200-rerere.sh,PASS,PASS,36,36,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4201-shortlog.sh,PASS,PASS,32,32,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4202-log.sh,PASS,PASS,155,155,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4203-mailmap.sh,PASS,PASS,81,81,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4204-patch-id.sh,PASS,PASS,26,26,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4205-log-pretty-formats.sh,PASS,FAIL,125,125,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4206-log-follow-harder-copies.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4207-log-decoration-colors.sh,PASS,FAIL,4,4,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4208-log-magic-pathspec.sh,PASS,PASS,21,21,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4209-log-pickaxe.sh,PASS,FAIL,48,48,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4210-log-i18n.sh,PASS,PASS,17,17,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4211-line-log.sh,PASS,PASS,95,95,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4212-log-corrupt.sh,PASS,PASS,13,13,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4213-log-tabexpand.sh,PASS,PASS,9,9,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4214-log-graph-octopus.sh,PASS,PASS,17,17,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4215-log-skewed-merges.sh,PASS,FAIL,15,15,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4216-log-bloom.sh,PASS,PASS,165,165,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4217-log-limit.sh,PASS,FAIL,3,3,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t4252-am-options.sh,PASS,PASS,8,8,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4255-am-submodule.sh,PASS,PASS,33,33,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4257-am-interactive.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4300-merge-tree.sh,PASS,PASS,22,22,EXACT,PASS,0,0,0,eligible,COMPARABLE
t4301-merge-tree-write-tree.sh,PASS,PASS,44,44,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5000-tar-tree.sh,PASS,FAIL,90,90,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5001-archive-attr.sh,PASS,PASS,44,44,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5002-archive-attr-pattern.sh,PASS,PASS,19,19,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5003-archive-zip.sh,PASS,FAIL,82,82,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5004-archive-corner-cases.sh,PASS,PASS,14,14,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5150-request-pull.sh,PASS,FAIL,10,10,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5200-update-server-info.sh,PASS,PASS,8,8,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5300-pack-object.sh,PASS,FAIL,63,63,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5301-sliding-window.sh,PASS,PASS,6,6,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5302-pack-index.sh,PASS,FAIL,36,36,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5303-pack-corruption-resilience.sh,PASS,PASS,36,36,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5304-prune.sh,PASS,PASS,32,32,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5305-include-tag.sh,PASS,FAIL,15,15,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5306-pack-nobase.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5307-pack-missing-commit.sh,PASS,PASS,5,5,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5308-pack-detect-duplicates.sh,PASS,PASS,6,6,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5309-pack-delta-cycles.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5310-pack-bitmaps.sh,PASS,PASS,237,237,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5311-pack-bitmaps-shallow.sh,PASS,PASS,6,6,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5312-prune-corruption.sh,PASS,FAIL,11,11,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5313-pack-bounds-checks.sh,PASS,FAIL,9,9,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5314-pack-cycle-detection.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5315-pack-objects-compression.sh,PASS,FAIL,9,9,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5316-pack-delta-depth.sh,PASS,FAIL,5,5,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5317-pack-objects-filter-objects.sh,PASS,PASS,38,38,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5318-commit-graph.sh,PASS,FAIL,110,110,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5319-multi-pack-index.sh,PASS,PASS,98,98,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5320-delta-islands.sh,PASS,FAIL,15,15,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5321-pack-large-objects.sh,PASS,PASS,2,2,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5322-pack-objects-sparse.sh,PASS,PASS,11,11,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5323-pack-redundant.sh,PASS,PASS,18,18,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5324-split-commit-graph.sh,PASS,FAIL,42,42,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5325-reverse-index.sh,PASS,PASS,16,16,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5326-multi-pack-bitmaps.sh,PASS,FAIL,357,357,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5327-multi-pack-bitmaps-rev.sh,PASS,PASS,314,314,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5328-commit-graph-64bit-time.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5329-pack-objects-cruft.sh,PASS,PASS,25,25,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5330-no-lazy-fetch-with-commit-graph.sh,PASS,PASS,4,4,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5331-pack-objects-stdin.sh,PASS,PASS,18,18,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5332-multi-pack-reuse.sh,PASS,FAIL,14,14,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5333-pseudo-merge-bitmaps.sh,PASS,PASS,24,24,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5334-incremental-multi-pack-index.sh,PASS,PASS,22,22,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5335-compact-multi-pack-index.sh,PASS,FAIL,14,14,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5351-unpack-large-objects.sh,PASS,FAIL,7,7,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5400-send-pack.sh,PASS,PASS,17,17,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5401-update-hooks.sh,PASS,FAIL,13,13,INCOMPARABLE,FAIL,0,0,0,eligible,INCOMPARABLE
t5402-post-merge-hook.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5403-post-checkout-hook.sh,PASS,PASS,14,14,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5404-tracking-branches.sh,PASS,PASS,7,7,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5405-send-pack-rewind.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
t5406-remote-rejects.sh,PASS,PASS,3,3,EXACT,PASS,0,0,0,eligible,COMPARABLE
