label,script,command,result,ok,notok,total
full-sley-5029c71f-wave-1,t5509-fetch-push-namespaces.sh,t5509-fetch-push-namespaces.sh,FAIL,4,11,15
full-sley-5029c71f-wave-1,t5517-push-mirror.sh,t5517-push-mirror.sh,PASS,13,0,13
full-sley-5029c71f-wave-1,t5525-fetch-tagopt.sh,t5525-fetch-tagopt.sh,PASS,5,0,5
full-sley-5029c71f-wave-1,t5533-push-cas.sh,t5533-push-cas.sh,PASS,23,0,23
full-sley-5029c71f-wave-1,t5545-push-options.sh,t5545-push-options.sh,PASS,13,0,13
full-sley-5029c71f-wave-1,t5571-pre-push-hook.sh,t5571-pre-push-hook.sh,PASS,11,0,11
full-sley-5029c71f-wave-1,t5601-clone.sh,t5601-clone.sh,PASS,115,0,115
full-sley-5029c71f-wave-1,t5610-clone-detached.sh,t5610-clone-detached.sh,FAIL,13,0,13
full-sley-5029c71f-wave-1,t5618-alternate-refs.sh,t5618-alternate-refs.sh,FAIL,2,4,6
full-sley-5029c71f-wave-1,t5704-protocol-violations.sh,t5704-protocol-violations.sh,PASS,3,0,3
full-sley-5029c71f-wave-1,t5810-proto-disable-local.sh,t5810-proto-disable-local.sh,PASS,54,0,54
full-sley-5029c71f-wave-1,t6001-rev-list-graft.sh,t6001-rev-list-graft.sh,PASS,14,0,14
full-sley-5029c71f-wave-1,t6009-rev-list-parent.sh,t6009-rev-list-parent.sh,FAIL,9,6,15
full-sley-5029c71f-wave-1,t6018-rev-list-glob.sh,t6018-rev-list-glob.sh,PASS,91,4,95
full-sley-5029c71f-wave-1,t6050-replace.sh,t6050-replace.sh,PASS,37,0,37
full-sley-5029c71f-wave-1,t6113-rev-list-bitmap-filters.sh,t6113-rev-list-bitmap-filters.sh,PASS,14,0,14
full-sley-5029c71f-wave-1,t6134-pathspec-in-submodule.sh,t6134-pathspec-in-submodule.sh,FAIL,2,1,3
full-sley-5029c71f-wave-1,t6400-merge-df.sh,t6400-merge-df.sh,PASS,7,0,7
full-sley-5029c71f-wave-1,t6408-merge-up-to-date.sh,t6408-merge-up-to-date.sh,PASS,8,0,8
full-sley-5029c71f-wave-1,t6417-merge-ours-theirs.sh,t6417-merge-ours-theirs.sh,FAIL,5,2,7
full-sley-5029c71f-wave-1,t6426-merge-skip-unneeded-updates.sh,t6426-merge-skip-unneeded-updates.sh,PASS,13,0,13
full-sley-5029c71f-wave-1,t6434-merge-recursive-rename-options.sh,t6434-merge-recursive-rename-options.sh,PASS,27,0,27
full-sley-5029c71f-wave-1,t6600-test-reach.sh,t6600-test-reach.sh,FAIL,44,9,53
full-sley-5029c71f-wave-1,t7007-show.sh,t7007-show.sh,FAIL,10,8,18
full-sley-5029c71f-wave-1,t7061-wtstatus-ignore.sh,t7061-wtstatus-ignore.sh,PASS,25,0,25
full-sley-5029c71f-wave-1,t7105-reset-patch.sh,t7105-reset-patch.sh,FAIL,6,7,13
full-sley-5029c71f-wave-1,t7300-clean.sh,t7300-clean.sh,PASS,53,2,55
full-sley-5029c71f-wave-1,t7408-submodule-reference.sh,t7408-submodule-reference.sh,FAIL,11,5,16
full-sley-5029c71f-wave-1,t7418-submodule-sparse-gitmodules.sh,t7418-submodule-sparse-gitmodules.sh,PASS,9,0,9
full-sley-5029c71f-wave-1,t7426-submodule-get-default-remote.sh,t7426-submodule-get-default-remote.sh,FAIL,4,11,15
full-sley-5029c71f-wave-1,t7506-status-submodule.sh,t7506-status-submodule.sh,FAIL,38,2,40
full-sley-5029c71f-wave-1,t7514-commit-patch.sh,t7514-commit-patch.sh,PASS,3,0,3
full-sley-5029c71f-wave-1,t7524-commit-summary.sh,t7524-commit-summary.sh,PASS,2,0,2
full-sley-5029c71f-wave-1,t7604-merge-custom-message.sh,t7604-merge-custom-message.sh,PASS,8,0,8
full-sley-5029c71f-wave-1,t7612-merge-verify-signatures.sh,t7612-merge-verify-signatures.sh,PASS,16,0,16
full-sley-5029c71f-wave-1,t7800-difftool.sh,t7800-difftool.sh,FAIL,92,3,95
full-sley-5029c71f-wave-1,t7817-grep-sparse-checkout.sh,t7817-grep-sparse-checkout.sh,FAIL,5,3,8
full-sley-5029c71f-wave-1,t8007-cat-file-textconv.sh,t8007-cat-file-textconv.sh,PASS,15,0,15
full-sley-5029c71f-wave-1,t8015-blame-diff-algorithm.sh,t8015-blame-diff-algorithm.sh,FAIL,3,4,7
full-sley-5029c71f-wave-1,t9302-fast-import-unpack-limit.sh,t9302-fast-import-unpack-limit.sh,PASS,3,0,3
full-sley-5029c71f-wave-1,t9901-git-web--browse.sh,t9901-git-web--browse.sh,FAIL,0,5,5
full-sley-5029c71f-wave-2,t0001-init.sh,init,FAIL,102,1,103
full-sley-5029c71f-wave-2,t0009-git-dir-validation.sh,t0009-git-dir-validation.sh,PASS,6,0,6
full-sley-5029c71f-wave-2,t0020-crlf.sh,t0020-crlf.sh,FAIL,35,1,36
full-sley-5029c71f-wave-2,t0028-working-tree-encoding.sh,t0028-working-tree-encoding.sh,PASS,22,0,22
full-sley-5029c71f-wave-2,t0041-usage.sh,t0041-usage.sh,FAIL,10,6,16
full-sley-5029c71f-wave-2,t0062-revision-walking.sh,t0062-revision-walking.sh,PASS,2,0,2
full-sley-5029c71f-wave-2,t0090-cache-tree.sh,t0090-cache-tree.sh,PASS,23,0,23
full-sley-5029c71f-wave-2,t0202-gettext-perl.sh,t0202-gettext-perl.sh,PASS,1,0,1
full-sley-5029c71f-wave-2,t0301-credential-cache.sh,t0301-credential-cache.sh,PASS,52,0,52
full-sley-5029c71f-wave-2,t0601-reffiles-pack-refs.sh,t0601-reffiles-pack-refs.sh,PASS,47,0,47
full-sley-5029c71f-wave-2,t1001-read-tree-m-2way.sh,t1001-read-tree-m-2way.sh,FAIL,27,2,29
full-sley-5029c71f-wave-2,t1009-read-tree-new-index.sh,t1009-read-tree-new-index.sh,PASS,3,0,3
full-sley-5029c71f-wave-2,t1020-subdirectory.sh,t1020-subdirectory.sh,PASS,15,0,15
full-sley-5029c71f-wave-2,t1100-commit-tree-options.sh,t1100-commit-tree-options.sh,PASS,5,0,5
full-sley-5029c71f-wave-2,t1307-config-blob.sh,t1307-config-blob.sh,PASS,13,0,13
full-sley-5029c71f-wave-2,t1402-check-ref-format.sh,t1402-check-ref-format.sh,PASS,99,0,99
full-sley-5029c71f-wave-2,t1410-reflog.sh,t1410-reflog.sh,FAIL,41,0,41
full-sley-5029c71f-wave-2,t1418-reflog-exists.sh,t1418-reflog-exists.sh,FAIL,3,3,6
full-sley-5029c71f-wave-2,t1451-fsck-buffer.sh,t1451-fsck-buffer.sh,PASS,72,0,72
full-sley-5029c71f-wave-2,t1503-rev-parse-verify.sh,t1503-rev-parse-verify.sh,PASS,12,0,12
full-sley-5029c71f-wave-2,t1511-rev-parse-caret.sh,t1511-rev-parse-caret.sh,FAIL,11,6,17
full-sley-5029c71f-wave-2,t1700-split-index.sh,t1700-split-index.sh,PASS,29,0,29
full-sley-5029c71f-wave-2,t2004-checkout-cache-temp.sh,t2004-checkout-cache-temp.sh,PASS,23,0,23
full-sley-5029c71f-wave-2,t2012-checkout-last.sh,t2012-checkout-last.sh,PASS,22,0,22
full-sley-5029c71f-wave-2,t2020-checkout-detach.sh,t2020-checkout-detach.sh,PASS,26,0,26
full-sley-5029c71f-wave-2,t2030-unresolve-info.sh,t2030-unresolve-info.sh,PASS,14,0,14
full-sley-5029c71f-wave-2,t2082-parallel-checkout-attributes.sh,t2082-parallel-checkout-attributes.sh,FAIL,4,1,5
full-sley-5029c71f-wave-2,t2107-update-index-basic.sh,t2107-update-index-basic.sh,PASS,10,0,10
full-sley-5029c71f-wave-2,t2206-add-submodule-ignored.sh,t2206-add-submodule-ignored.sh,FAIL,5,3,8
full-sley-5029c71f-wave-2,t2406-worktree-repair.sh,t2406-worktree-repair.sh,PASS,24,0,24
full-sley-5029c71f-wave-2,t3004-ls-files-basic.sh,t3004-ls-files-basic.sh,FAIL,4,2,6
full-sley-5029c71f-wave-2,t3012-ls-files-dedup.sh,t3012-ls-files-dedup.sh,FAIL,1,2,3
full-sley-5029c71f-wave-2,t3101-ls-tree-dirname.sh,t3101-ls-tree-dirname.sh,PASS,19,0,19
full-sley-5029c71f-wave-2,t3203-branch-output.sh,t3203-branch-output.sh,PASS,41,0,41
full-sley-5029c71f-wave-2,t3302-notes-index-expensive.sh,t3302-notes-index-expensive.sh,PASS,12,0,12
full-sley-5029c71f-wave-2,t3311-notes-merge-fanout.sh,t3311-notes-merge-fanout.sh,PASS,24,0,24
full-sley-5029c71f-wave-2,t3405-rebase-malformed.sh,t3405-rebase-malformed.sh,PASS,5,0,5
full-sley-5029c71f-wave-2,t3416-rebase-onto-threedots.sh,t3416-rebase-onto-threedots.sh,PASS,18,0,18
full-sley-5029c71f-wave-2,t3424-rebase-empty.sh,t3424-rebase-empty.sh,PASS,19,1,20
full-sley-5029c71f-wave-2,t3432-rebase-fast-forward.sh,t3432-rebase-fast-forward.sh,PASS,219,6,225
full-sley-5029c71f-wave-2,t3450-history.sh,t3450-history.sh,FAIL,0,2,2
full-sley-5029c71f-wave-2,t3505-cherry-pick-empty.sh,t3505-cherry-pick-empty.sh,PASS,17,0,17
full-sley-5029c71f-wave-2,t3513-revert-submodule.sh,t3513-revert-submodule.sh,FAIL,9,5,14
full-sley-5029c71f-wave-2,t3702-add-edit.sh,t3702-add-edit.sh,FAIL,2,1,3
full-sley-5029c71f-wave-2,t3903-stash.sh,t3903-stash.sh,PASS,143,2,145
full-sley-5029c71f-wave-2,t3920-crlf-messages.sh,t3920-crlf-messages.sh,PASS,18,0,18
full-sley-5029c71f-wave-2,t4007-rename-3.sh,t4007-rename-3.sh,FAIL,11,2,13
full-sley-5029c71f-wave-2,t4015-diff-whitespace.sh,t4015-diff-whitespace.sh,FAIL,131,5,136
full-sley-5029c71f-wave-2,t4024-diff-optimize-common.sh,t4024-diff-optimize-common.sh,PASS,2,0,2
full-sley-5029c71f-wave-2,t4032-diff-inter-hunk-context.sh,t4032-diff-inter-hunk-context.sh,PASS,38,0,38
full-sley-5029c71f-wave-2,t4040-whitespace-status.sh,t4040-whitespace-status.sh,FAIL,7,4,11
full-sley-5029c71f-wave-2,t4048-diff-combined-binary.sh,t4048-diff-combined-binary.sh,FAIL,4,10,14
full-sley-5029c71f-wave-2,t4056-diff-order.sh,t4056-diff-order.sh,PASS,23,0,23
full-sley-5029c71f-wave-2,t4064-diff-oidfind.sh,t4064-diff-oidfind.sh,PASS,10,0,10
full-sley-5029c71f-wave-2,t4072-diff-max-depth.sh,t4072-diff-max-depth.sh,FAIL,76,0,76
full-sley-5029c71f-wave-2,t4105-apply-fuzz.sh,t4105-apply-fuzz.sh,FAIL,5,4,9
full-sley-5029c71f-wave-2,t4113-apply-ending.sh,t4113-apply-ending.sh,PASS,3,0,3
full-sley-5029c71f-wave-2,t4121-apply-diffs.sh,t4121-apply-diffs.sh,PASS,2,0,2
full-sley-5029c71f-wave-2,t4129-apply-samemode.sh,t4129-apply-samemode.sh,PASS,23,0,23
full-sley-5029c71f-wave-2,t4137-apply-submodule.sh,t4137-apply-submodule.sh,PASS,24,4,28
full-sley-5029c71f-wave-2,t4200-rerere.sh,t4200-rerere.sh,PASS,36,0,36
full-sley-5029c71f-wave-2,t4208-log-magic-pathspec.sh,t4208-log-magic-pathspec.sh,PASS,21,0,21
full-sley-5029c71f-wave-2,t4216-log-bloom.sh,t4216-log-bloom.sh,PASS,165,0,165
full-sley-5029c71f-wave-2,t5001-archive-attr.sh,t5001-archive-attr.sh,PASS,44,0,44
full-sley-5029c71f-wave-2,t5302-pack-index.sh,t5302-pack-index.sh,FAIL,31,5,36
full-sley-5029c71f-wave-2,t5310-pack-bitmaps.sh,t5310-pack-bitmaps.sh,PASS,237,0,237
full-sley-5029c71f-wave-2,t5318-commit-graph.sh,t5318-commit-graph.sh,FAIL,99,11,110
full-sley-5029c71f-wave-2,t5326-multi-pack-bitmaps.sh,t5326-multi-pack-bitmaps.sh,FAIL,352,5,357
full-sley-5029c71f-wave-2,t5334-incremental-multi-pack-index.sh,t5334-incremental-multi-pack-index.sh,FAIL,21,1,22
full-sley-5029c71f-wave-2,t5405-send-pack-rewind.sh,t5405-send-pack-rewind.sh,PASS,3,0,3
full-sley-5029c71f-wave-2,t5501-fetch-push-alternates.sh,t5501-fetch-push-alternates.sh,PASS,3,0,3
full-sley-5029c71f-wave-2,t5510-fetch.sh,t5510-fetch.sh,FAIL,204,26,230
full-sley-5029c71f-wave-2,t5518-fetch-exit-status.sh,t5518-fetch-exit-status.sh,PASS,3,0,3
full-sley-5029c71f-wave-2,t5526-fetch-submodules.sh,t5526-fetch-submodules.sh,PASS,56,0,56
full-sley-5029c71f-wave-2,t5534-push-signed.sh,t5534-push-signed.sh,FAIL,9,4,13
full-sley-5029c71f-wave-2,t5546-receive-limits.sh,t5546-receive-limits.sh,FAIL,14,3,17
full-sley-5029c71f-wave-2,t5572-pull-submodule.sh,t5572-pull-submodule.sh,FAIL,58,11,69
full-sley-5029c71f-wave-2,t5602-clone-remote-exec.sh,t5602-clone-remote-exec.sh,PASS,3,0,3
full-sley-5029c71f-wave-2,t5611-clone-config.sh,t5611-clone-config.sh,PASS,13,0,13
full-sley-5029c71f-wave-2,t5619-clone-local-ambiguous-transport.sh,t5619-clone-local-ambiguous-transport.sh,FAIL,0,2,2
full-sley-5029c71f-wave-2,t5705-session-id-in-capabilities.sh,t5705-session-id-in-capabilities.sh,PASS,17,0,17
full-sley-5029c71f-wave-2,t5811-proto-disable-git.sh,t5811-proto-disable-git.sh,PASS,26,0,26
full-sley-5029c71f-wave-2,t6002-rev-list-bisect.sh,t6002-rev-list-bisect.sh,PASS,53,0,53
full-sley-5029c71f-wave-2,t6010-merge-base.sh,t6010-merge-base.sh,PASS,12,0,12
full-sley-5029c71f-wave-2,t6019-rev-list-ancestry-path.sh,t6019-rev-list-ancestry-path.sh,FAIL,11,7,18
full-sley-5029c71f-wave-2,t6060-merge-index.sh,t6060-merge-index.sh,PASS,7,0,7
full-sley-5029c71f-wave-2,t6114-keep-packs.sh,t6114-keep-packs.sh,PASS,3,0,3
full-sley-5029c71f-wave-2,t6135-pathspec-with-attrs.sh,t6135-pathspec-with-attrs.sh,FAIL,30,7,37
full-sley-5029c71f-wave-2,t6401-merge-criss-cross.sh,t6401-merge-criss-cross.sh,PASS,4,0,4
full-sley-5029c71f-wave-2,t6409-merge-subtree.sh,t6409-merge-subtree.sh,FAIL,7,5,12
full-sley-5029c71f-wave-2,t6418-merge-text-auto.sh,t6418-merge-text-auto.sh,FAIL,4,7,11
full-sley-5029c71f-wave-2,t6427-diff3-conflict-markers.sh,t6427-diff3-conflict-markers.sh,PASS,9,0,9
full-sley-5029c71f-wave-2,t6435-merge-sparse.sh,t6435-merge-sparse.sh,PASS,6,0,6
full-sley-5029c71f-wave-2,t6601-path-walk.sh,t6601-path-walk.sh,PASS,36,0,36
full-sley-5029c71f-wave-2,t7008-filter-branch-null-sha1.sh,t7008-filter-branch-null-sha1.sh,FAIL,3,3,6
full-sley-5029c71f-wave-2,t7062-wtstatus-ignorecase.sh,t7062-wtstatus-ignorecase.sh,PASS,1,0,1
full-sley-5029c71f-wave-2,t7106-reset-unborn-branch.sh,t7106-reset-unborn-branch.sh,FAIL,5,2,7
full-sley-5029c71f-wave-2,t7301-clean-interactive.sh,t7301-clean-interactive.sh,PASS,23,0,23
full-sley-5029c71f-wave-2,t7409-submodule-detached-work-tree.sh,t7409-submodule-detached-work-tree.sh,PASS,3,0,3
full-sley-5029c71f-wave-2,t7419-submodule-set-branch.sh,t7419-submodule-set-branch.sh,PASS,9,0,9
full-sley-5029c71f-wave-2,t7450-bad-git-dotfiles.sh,t7450-bad-git-dotfiles.sh,FAIL,47,3,50
full-sley-5029c71f-wave-2,t7507-commit-verbose.sh,t7507-commit-verbose.sh,PASS,45,0,45
full-sley-5029c71f-wave-2,t7515-status-symlinks.sh,t7515-status-symlinks.sh,PASS,3,0,3
full-sley-5029c71f-wave-2,t7525-status-rename.sh,t7525-status-rename.sh,PASS,15,0,15
full-sley-5029c71f-wave-2,t7605-merge-resolve.sh,t7605-merge-resolve.sh,PASS,4,0,4
full-sley-5029c71f-wave-2,t7614-merge-signoff.sh,t7614-merge-signoff.sh,PASS,4,0,4
full-sley-5029c71f-wave-2,t7810-grep.sh,t7810-grep.sh,PASS,264,0,264
full-sley-5029c71f-wave-2,t7900-maintenance.sh,t7900-maintenance.sh,FAIL,71,4,75
full-sley-5029c71f-wave-2,t8008-blame-formats.sh,t8008-blame-formats.sh,PASS,5,0,5
full-sley-5029c71f-wave-2,t8020-last-modified.sh,t8020-last-modified.sh,PASS,28,0,28
full-sley-5029c71f-wave-2,t9303-fast-import-compression.sh,t9303-fast-import-compression.sh,FAIL,8,8,16
full-sley-5029c71f-wave-2,t9902-completion.sh,t9902-completion.sh,FAIL,258,5,263
full-sley-5029c71f-wave-3,t0002-gitfile.sh,t0002-gitfile.sh,PASS,14,0,14
full-sley-5029c71f-wave-3,t0010-racy-git.sh,t0010-racy-git.sh,PASS,10,0,10
full-sley-5029c71f-wave-3,t0021-conversion.sh,t0021-conversion.sh,PASS,43,0,43
full-sley-5029c71f-wave-3,t0029-core-unsetenvvars.sh,t0029-core-unsetenvvars.sh,SKIP,0,0,0
full-sley-5029c71f-wave-3,t0050-filesystem.sh,t0050-filesystem.sh,FAIL,8,5,13
full-sley-5029c71f-wave-3,t0066-dir-iterator.sh,t0066-dir-iterator.sh,PASS,10,0,10
full-sley-5029c71f-wave-3,t0091-bugreport.sh,t0091-bugreport.sh,FAIL,9,4,13
full-sley-5029c71f-wave-3,t0203-gettext-setlocale-sanity.sh,t0203-gettext-setlocale-sanity.sh,PASS,2,0,2
full-sley-5029c71f-wave-3,t0302-credential-store.sh,t0302-credential-store.sh,FAIL,59,6,65
full-sley-5029c71f-wave-3,t0602-reffiles-fsck.sh,t0602-reffiles-fsck.sh,PASS,25,0,25
full-sley-5029c71f-wave-3,t1002-read-tree-m-u-2way.sh,t1002-read-tree-m-u-2way.sh,PASS,22,0,22
full-sley-5029c71f-wave-3,t1010-mktree.sh,t1010-mktree.sh,FAIL,6,2,8
full-sley-5029c71f-wave-3,t1022-read-tree-partial-clone.sh,t1022-read-tree-partial-clone.sh,FAIL,0,1,1
full-sley-5029c71f-wave-3,t1300-config.sh,config,PASS,516,0,516
full-sley-5029c71f-wave-3,t1308-config-set.sh,t1308-config-set.sh,PASS,39,0,39
full-sley-5029c71f-wave-3,t1403-show-ref.sh,t1403-show-ref.sh,FAIL,10,2,12
full-sley-5029c71f-wave-3,t1411-reflog-show.sh,t1411-reflog-show.sh,FAIL,10,7,17
full-sley-5029c71f-wave-3,t1419-exclude-refs.sh,t1419-exclude-refs.sh,PASS,13,0,13
full-sley-5029c71f-wave-3,t1460-refs-migrate.sh,t1460-refs-migrate.sh,PASS,37,0,37
full-sley-5029c71f-wave-3,t1504-ceiling-dirs.sh,t1504-ceiling-dirs.sh,PASS,44,0,44
full-sley-5029c71f-wave-3,t1512-rev-parse-disambiguation.sh,t1512-rev-parse-disambiguation.sh,PASS,35,3,38
full-sley-5029c71f-wave-3,t1701-racy-split-index.sh,t1701-racy-split-index.sh,PASS,31,0,31
full-sley-5029c71f-wave-3,t2005-checkout-index-symlinks.sh,t2005-checkout-index-symlinks.sh,FAIL,1,2,3
full-sley-5029c71f-wave-3,t2013-checkout-submodule.sh,t2013-checkout-submodule.sh,FAIL,60,14,74
full-sley-5029c71f-wave-3,t2021-checkout-overwrite.sh,t2021-checkout-overwrite.sh,FAIL,5,4,9
full-sley-5029c71f-wave-3,t2050-git-dir-relative.sh,t2050-git-dir-relative.sh,PASS,4,0,4
