label,script,command,result,elapsed_ms,ok,notok,total,plan_total
full-oracle-5029c71f-wave-1,t0000-basic.sh,t0000-basic.sh,PASS,67845,92,0,92,92
full-oracle-5029c71f-wave-1,t0008-ignores.sh,t0008-ignores.sh,PASS,34723,398,0,398,398
full-oracle-5029c71f-wave-1,t0019-json-writer.sh,t0019-json-writer.sh,PASS,2134,16,0,16,16
full-oracle-5029c71f-wave-1,t0027-auto-crlf.sh,t0027-auto-crlf.sh,PASS,100530,2600,0,2600,2600
full-oracle-5029c71f-wave-1,t0040-parse-options.sh,t0040-parse-options.sh,PASS,2588,94,0,94,94
full-oracle-5029c71f-wave-1,t0061-run-command.sh,t0061-run-command.sh,PASS,2438,24,0,24,24
full-oracle-5029c71f-wave-1,t0081-find-pack.sh,t0081-find-pack.sh,PASS,1403,4,0,4,4
full-oracle-5029c71f-wave-1,t0201-gettext-fallbacks.sh,t0201-gettext-fallbacks.sh,PASS,920,8,0,8,8
full-oracle-5029c71f-wave-1,t0300-credentials.sh,t0300-credentials.sh,PASS,8326,56,0,56,56
full-oracle-5029c71f-wave-1,t0600-reffiles-backend.sh,t0600-reffiles-backend.sh,PASS,5815,33,0,33,33
full-oracle-5029c71f-wave-1,t1000-read-tree-m-3way.sh,t1000-read-tree-m-3way.sh,PASS,6236,83,0,83,83
full-oracle-5029c71f-wave-1,t1008-read-tree-overlay.sh,t1008-read-tree-overlay.sh,PASS,745,2,0,2,2
full-oracle-5029c71f-wave-1,t1016-compatObjectFormat.sh,t1016-compatObjectFormat.sh,PASS,5571,202,0,202,202
full-oracle-5029c71f-wave-1,t1092-sparse-checkout-compatibility.sh,t1092-sparse-checkout-compatibility.sh,PASS,207903,109,2,111,111
full-oracle-5029c71f-wave-1,t1306-xdg-files.sh,t1306-xdg-files.sh,PASS,1151,21,0,21,21
full-oracle-5029c71f-wave-1,t1401-symbolic-ref.sh,symbolic-ref,PASS,2408,25,0,25,25
full-oracle-5029c71f-wave-1,t1409-avoid-packing-refs.sh,t1409-avoid-packing-refs.sh,PASS,1055,11,0,11,11
full-oracle-5029c71f-wave-1,t1417-reflog-updateref.sh,t1417-reflog-updateref.sh,PASS,2648,21,0,21,21
full-oracle-5029c71f-wave-1,t1450-fsck.sh,t1450-fsck.sh,PASS,18018,96,0,96,96
full-oracle-5029c71f-wave-1,t1502-rev-parse-parseopt.sh,t1502-rev-parse-parseopt.sh,PASS,1387,37,0,37,37
full-oracle-5029c71f-wave-1,t1510-repo-setup.sh,t1510-repo-setup.sh,PASS,16716,109,0,109,109
full-oracle-5029c71f-wave-1,t1601-index-bogus.sh,t1601-index-bogus.sh,PASS,447,4,0,4,4
full-oracle-5029c71f-wave-1,t2003-checkout-cache-mkdir.sh,t2003-checkout-cache-mkdir.sh,PASS,737,10,0,10,10
full-oracle-5029c71f-wave-1,t2011-checkout-invalid-head.sh,t2011-checkout-invalid-head.sh,PASS,1131,10,0,10,10
full-oracle-5029c71f-wave-1,t2019-checkout-ambiguous-ref.sh,t2019-checkout-ambiguous-ref.sh,PASS,919,9,0,9,9
full-oracle-5029c71f-wave-1,t2027-checkout-track.sh,t2027-checkout-track.sh,PASS,1308,5,0,5,5
full-oracle-5029c71f-wave-1,t2081-parallel-checkout-collisions.sh,t2081-parallel-checkout-collisions.sh,PASS,1682,6,0,6,6
full-oracle-5029c71f-wave-1,t2106-update-index-assume-unchanged.sh,t2106-update-index-assume-unchanged.sh,PASS,567,2,0,2,2
full-oracle-5029c71f-wave-1,t2205-add-worktree-config.sh,t2205-add-worktree-config.sh,PASS,1075,13,0,13,13
full-oracle-5029c71f-wave-1,t2405-worktree-submodule.sh,t2405-worktree-submodule.sh,PASS,3178,10,1,11,11
full-oracle-5029c71f-wave-1,t3003-ls-files-exclude.sh,t3003-ls-files-exclude.sh,PASS,549,7,0,7,7
full-oracle-5029c71f-wave-1,t3011-common-prefixes-and-directory-traversal.sh,t3011-common-prefixes-and-directory-traversal.sh,PASS,1004,20,1,21,21
full-oracle-5029c71f-wave-1,t3100-ls-tree-restrict.sh,t3100-ls-tree-restrict.sh,PASS,899,14,0,14,14
full-oracle-5029c71f-wave-1,t3202-show-branch.sh,t3202-show-branch.sh,PASS,3918,27,0,27,27
full-oracle-5029c71f-wave-1,t3301-notes.sh,t3301-notes.sh,PASS,10732,153,0,153,153
full-oracle-5029c71f-wave-1,t3310-notes-merge-manual-resolve.sh,t3310-notes-merge-manual-resolve.sh,PASS,4302,22,0,22,22
full-oracle-5029c71f-wave-1,t3404-rebase-interactive.sh,t3404-rebase-interactive.sh,PASS,38687,133,0,133,133
full-oracle-5029c71f-wave-1,t3415-rebase-autosquash.sh,t3415-rebase-autosquash.sh,PASS,11410,28,0,28,28
full-oracle-5029c71f-wave-1,t3423-rebase-reword.sh,t3423-rebase-reword.sh,PASS,1459,3,0,3,3
full-oracle-5029c71f-wave-1,t3431-rebase-fork-point.sh,t3431-rebase-fork-point.sh,PASS,3784,26,0,26,26
full-oracle-5029c71f-wave-1,t3440-rebase-trailer.sh,t3440-rebase-trailer.sh,PASS,2002,10,0,10,10
full-oracle-5029c71f-wave-1,t3504-cherry-pick-rerere.sh,t3504-cherry-pick-rerere.sh,PASS,2104,9,0,9,9
full-oracle-5029c71f-wave-1,t3512-cherry-pick-submodule.sh,t3512-cherry-pick-submodule.sh,PASS,14461,13,2,15,15
full-oracle-5029c71f-wave-1,t3701-add-interactive.sh,t3701-add-interactive.sh,PASS,11479,130,0,130,130
full-oracle-5029c71f-wave-1,t3902-quoted.sh,t3902-quoted.sh,PASS,766,13,0,13,13
full-oracle-5029c71f-wave-1,t3910-mac-os-precompose.sh,t3910-mac-os-precompose.sh,PASS,1888,28,1,29,29
full-oracle-5029c71f-wave-1,t4006-diff-mode.sh,t4006-diff-mode.sh,PASS,1074,7,0,7,7
full-oracle-5029c71f-wave-1,t4014-format-patch.sh,t4014-format-patch.sh,PASS,14419,221,5,226,226
full-oracle-5029c71f-wave-1,t4023-diff-rename-typechange.sh,t4023-diff-rename-typechange.sh,PASS,793,4,0,4,4
full-oracle-5029c71f-wave-1,t4031-diff-rewrite-binary.sh,t4031-diff-rewrite-binary.sh,PASS,639,8,0,8,8
full-oracle-5029c71f-wave-1,t4039-diff-assume-unchanged.sh,t4039-diff-assume-unchanged.sh,PASS,470,4,0,4,4
full-oracle-5029c71f-wave-1,t4047-diff-dirstat.sh,t4047-diff-dirstat.sh,PASS,2864,41,0,41,41
full-oracle-5029c71f-wave-1,t4055-diff-context.sh,t4055-diff-context.sh,PASS,728,11,0,11,11
full-oracle-5029c71f-wave-1,t4063-diff-blobs.sh,t4063-diff-blobs.sh,PASS,506,18,0,18,18
full-oracle-5029c71f-wave-1,t4071-diff-minimal.sh,t4071-diff-minimal.sh,PASS,418,1,0,1,1
full-oracle-5029c71f-wave-1,t4104-apply-boundary.sh,t4104-apply-boundary.sh,PASS,1433,24,0,24,24
full-oracle-5029c71f-wave-1,t4112-apply-renames.sh,t4112-apply-renames.sh,PASS,508,2,0,2,2
full-oracle-5029c71f-wave-1,t4120-apply-popt.sh,t4120-apply-popt.sh,PASS,738,12,0,12,12
full-oracle-5029c71f-wave-1,t4128-apply-root.sh,t4128-apply-root.sh,PASS,950,12,0,12,12
full-oracle-5029c71f-wave-1,t4136-apply-check.sh,t4136-apply-check.sh,PASS,470,6,0,6,6
full-oracle-5029c71f-wave-1,t4153-am-resume-override-opts.sh,t4153-am-resume-override-opts.sh,PASS,1543,6,0,6,6
full-oracle-5029c71f-wave-1,t4207-log-decoration-colors.sh,t4207-log-decoration-colors.sh,PASS,1308,4,0,4,4
full-oracle-5029c71f-wave-1,t4215-log-skewed-merges.sh,t4215-log-skewed-merges.sh,PASS,7939,15,0,15,15
full-oracle-5029c71f-wave-1,t5000-tar-tree.sh,t5000-tar-tree.sh,PASS,3033,90,0,90,90
full-oracle-5029c71f-wave-1,t5301-sliding-window.sh,t5301-sliding-window.sh,PASS,642,6,0,6,6
full-oracle-5029c71f-wave-1,t5309-pack-delta-cycles.sh,t5309-pack-delta-cycles.sh,PASS,2172,7,0,7,7
full-oracle-5029c71f-wave-1,t5317-pack-objects-filter-objects.sh,t5317-pack-objects-filter-objects.sh,PASS,8620,38,0,38,38
full-oracle-5029c71f-wave-1,t5325-reverse-index.sh,t5325-reverse-index.sh,PASS,4938,16,0,16,16
full-oracle-5029c71f-wave-1,t5333-pseudo-merge-bitmaps.sh,t5333-pseudo-merge-bitmaps.sh,PASS,24890,24,0,24,24
full-oracle-5029c71f-wave-1,t5404-tracking-branches.sh,t5404-tracking-branches.sh,PASS,2923,7,0,7,7
full-oracle-5029c71f-wave-1,t5500-fetch-pack.sh,t5500-fetch-pack.sh,PASS,34948,378,0,378,378
full-oracle-5029c71f-wave-1,t5509-fetch-push-namespaces.sh,t5509-fetch-push-namespaces.sh,PASS,2047,15,0,15,15
full-oracle-5029c71f-wave-1,t5517-push-mirror.sh,t5517-push-mirror.sh,PASS,4794,13,0,13,13
full-oracle-5029c71f-wave-1,t5525-fetch-tagopt.sh,t5525-fetch-tagopt.sh,PASS,928,5,0,5,5
full-oracle-5029c71f-wave-1,t5533-push-cas.sh,t5533-push-cas.sh,PASS,14022,23,0,23,23
full-oracle-5029c71f-wave-1,t5545-push-options.sh,t5545-push-options.sh,PASS,11630,13,0,13,13
full-oracle-5029c71f-wave-1,t5571-pre-push-hook.sh,t5571-pre-push-hook.sh,PASS,4261,11,0,11,11
full-oracle-5029c71f-wave-1,t5601-clone.sh,t5601-clone.sh,PASS,17575,115,0,115,115
full-oracle-5029c71f-wave-1,t5610-clone-detached.sh,t5610-clone-detached.sh,PASS,1359,12,1,13,13
full-oracle-5029c71f-wave-1,t5618-alternate-refs.sh,t5618-alternate-refs.sh,PASS,810,6,0,6,6
full-oracle-5029c71f-wave-1,t5704-protocol-violations.sh,t5704-protocol-violations.sh,PASS,500,3,0,3,3
