target,script,result,exit_code,pass,fail,todo,skip,total_cells,plan_total,abort,timeout,missing_cells,extra_cells
sley,t1503-rev-parse-verify.sh,PASS,0,12,0,0,0,12,12,0,0,0,0
sley,t1511-rev-parse-caret.sh,FAIL,1,11,6,0,0,17,17,0,0,0,0
sley,t1700-split-index.sh,PASS,0,29,0,0,0,29,29,0,0,0,0
sley,t2004-checkout-cache-temp.sh,PASS,0,23,0,0,0,23,23,0,0,0,0
sley,t2012-checkout-last.sh,PASS,0,22,0,0,0,22,22,0,0,0,0
sley,t2020-checkout-detach.sh,PASS,0,26,0,0,0,26,26,0,0,0,0
sley,t2030-unresolve-info.sh,PASS,0,14,0,0,0,14,14,0,0,0,0
sley,t2082-parallel-checkout-attributes.sh,FAIL,1,4,1,0,0,5,5,0,0,0,0
sley,t2107-update-index-basic.sh,PASS,0,10,0,0,0,10,10,0,0,0,0
sley,t2206-add-submodule-ignored.sh,FAIL,1,5,3,0,0,8,8,0,0,0,0
sley,t2406-worktree-repair.sh,PASS,0,24,0,0,0,24,24,0,0,0,0
sley,t3004-ls-files-basic.sh,FAIL,1,4,2,0,0,6,6,0,0,0,0
sley,t3012-ls-files-dedup.sh,FAIL,1,1,2,0,0,3,3,0,0,0,0
sley,t3101-ls-tree-dirname.sh,PASS,0,19,0,0,0,19,19,0,0,0,0
sley,t3203-branch-output.sh,PASS,0,40,0,0,1,41,41,0,0,0,0
sley,t3302-notes-index-expensive.sh,PASS,0,3,0,0,9,12,12,0,0,0,0
sley,t3311-notes-merge-fanout.sh,PASS,0,24,0,0,0,24,24,0,0,0,0
sley,t3405-rebase-malformed.sh,PASS,0,5,0,0,0,5,5,0,0,0,0
sley,t3416-rebase-onto-threedots.sh,PASS,0,18,0,0,0,18,18,0,0,0,0
sley,t3424-rebase-empty.sh,PASS,0,19,0,1,0,20,20,0,0,0,0
sley,t3432-rebase-fast-forward.sh,PASS,0,219,0,6,0,225,225,0,0,0,0
sley,t3450-history.sh,FAIL,1,0,2,0,0,2,2,0,0,0,0
sley,t3505-cherry-pick-empty.sh,PASS,0,17,0,0,0,17,17,0,0,0,0
sley,t3513-revert-submodule.sh,PASS,0,12,0,2,0,14,14,0,0,0,0
sley,t3702-add-edit.sh,FAIL,1,2,1,0,0,3,3,0,0,0,0
sley,t3903-stash.sh,PASS,0,142,0,2,1,145,145,0,0,0,0
sley,t3920-crlf-messages.sh,PASS,0,18,0,0,0,18,18,0,0,0,0
sley,t4007-rename-3.sh,FAIL,1,11,2,0,0,13,13,0,0,0,0
sley,t4015-diff-whitespace.sh,FAIL,1,131,5,0,0,136,136,0,0,0,0
sley,t4024-diff-optimize-common.sh,PASS,0,2,0,0,0,2,2,0,0,0,0
sley,t4032-diff-inter-hunk-context.sh,PASS,0,38,0,0,0,38,38,0,0,0,0
sley,t4040-whitespace-status.sh,FAIL,1,7,4,0,0,11,11,0,0,0,0
sley,t4048-diff-combined-binary.sh,FAIL,1,4,10,0,0,14,14,0,0,0,0
sley,t4056-diff-order.sh,PASS,0,23,0,0,0,23,23,0,0,0,0
sley,t4064-diff-oidfind.sh,PASS,0,10,0,0,0,10,10,0,0,0,0
sley,t4072-diff-max-depth.sh,FAIL,1,50,0,26,0,76,76,0,0,0,0
sley,t4105-apply-fuzz.sh,FAIL,1,5,4,0,0,9,9,0,0,0,0
sley,t4113-apply-ending.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t4121-apply-diffs.sh,PASS,0,2,0,0,0,2,2,0,0,0,0
sley,t4129-apply-samemode.sh,PASS,0,23,0,0,0,23,23,0,0,0,0
sley,t4137-apply-submodule.sh,PASS,0,24,0,4,0,28,28,0,0,0,0
sley,t4200-rerere.sh,PASS,0,36,0,0,0,36,36,0,0,0,0
sley,t4208-log-magic-pathspec.sh,PASS,0,21,0,0,0,21,21,0,0,0,0
sley,t4216-log-bloom.sh,PASS,0,165,0,0,0,165,165,0,0,0,0
sley,t5001-archive-attr.sh,PASS,0,44,0,0,0,44,44,0,0,0,0
sley,t5302-pack-index.sh,FAIL,1,31,5,0,0,36,36,0,0,0,0
sley,t5310-pack-bitmaps.sh,PASS,0,231,0,0,6,237,237,0,0,0,0
sley,t5318-commit-graph.sh,FAIL,1,103,7,0,0,110,110,0,0,0,0
sley,t5326-multi-pack-bitmaps.sh,FAIL,1,352,5,0,0,357,357,0,0,0,0
sley,t5334-incremental-multi-pack-index.sh,PASS,0,22,0,0,0,22,22,0,0,0,0
sley,t5405-send-pack-rewind.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t5501-fetch-push-alternates.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t5510-fetch.sh,FAIL,1,219,11,0,0,230,230,0,0,0,0
sley,t5518-fetch-exit-status.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t5526-fetch-submodules.sh,PASS,0,56,0,0,0,56,56,0,0,0,0
sley,t5534-push-signed.sh,FAIL,1,3,4,0,6,13,13,0,0,0,0
sley,t5546-receive-limits.sh,FAIL,1,14,3,0,0,17,17,0,0,0,0
sley,t5572-pull-submodule.sh,FAIL,1,58,3,8,0,69,69,0,0,0,0
sley,t5602-clone-remote-exec.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t5611-clone-config.sh,PASS,0,12,0,0,1,13,13,0,0,0,0
sley,t5619-clone-local-ambiguous-transport.sh,FAIL,1,0,2,0,0,2,2,0,0,0,0
sley,t5705-session-id-in-capabilities.sh,PASS,0,17,0,0,0,17,17,0,0,0,0
sley,t5811-proto-disable-git.sh,PASS,0,26,0,0,0,26,26,0,0,0,0
sley,t6002-rev-list-bisect.sh,PASS,0,53,0,0,0,53,53,0,0,0,0
sley,t6010-merge-base.sh,PASS,0,12,0,0,0,12,12,0,0,0,0
sley,t6019-rev-list-ancestry-path.sh,FAIL,1,11,7,0,0,18,18,0,0,0,0
sley,t6060-merge-index.sh,PASS,0,7,0,0,0,7,7,0,0,0,0
sley,t6114-keep-packs.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t6135-pathspec-with-attrs.sh,FAIL,1,30,7,0,0,37,37,0,0,0,0
sley,t6401-merge-criss-cross.sh,PASS,0,4,0,0,0,4,4,0,0,0,0
sley,t6409-merge-subtree.sh,FAIL,1,7,5,0,0,12,12,0,0,0,0
sley,t6418-merge-text-auto.sh,FAIL,1,4,7,0,0,11,11,0,0,0,0
sley,t6427-diff3-conflict-markers.sh,PASS,0,9,0,0,0,9,9,0,0,0,0
sley,t6435-merge-sparse.sh,PASS,0,6,0,0,0,6,6,0,0,0,0
sley,t6601-path-walk.sh,PASS,0,36,0,0,0,36,36,0,0,0,0
sley,t7008-filter-branch-null-sha1.sh,FAIL,1,3,3,0,0,6,6,0,0,0,0
sley,t7062-wtstatus-ignorecase.sh,PASS,0,1,0,0,0,1,1,0,0,0,0
sley,t7106-reset-unborn-branch.sh,FAIL,1,5,2,0,0,7,7,0,0,0,0
sley,t7301-clean-interactive.sh,PASS,0,22,0,0,1,23,23,0,0,0,0
sley,t7409-submodule-detached-work-tree.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t7419-submodule-set-branch.sh,PASS,0,9,0,0,0,9,9,0,0,0,0
sley,t7450-bad-git-dotfiles.sh,FAIL,1,46,3,0,1,50,50,0,0,0,0
sley,t7507-commit-verbose.sh,PASS,0,45,0,0,0,45,45,0,0,0,0
sley,t7515-status-symlinks.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t7525-status-rename.sh,PASS,0,15,0,0,0,15,15,0,0,0,0
sley,t7605-merge-resolve.sh,PASS,0,4,0,0,0,4,4,0,0,0,0
sley,t7614-merge-signoff.sh,PASS,0,4,0,0,0,4,4,0,0,0,0
sley,t7810-grep.sh,PASS,0,259,0,0,5,264,264,0,0,0,0
sley,t7900-maintenance.sh,FAIL,1,70,4,0,1,75,75,0,0,0,0
sley,t8008-blame-formats.sh,PASS,0,5,0,0,0,5,5,0,0,0,0
sley,t8020-last-modified.sh,PASS,0,28,0,0,0,28,28,0,0,0,0
sley,t9303-fast-import-compression.sh,FAIL,1,8,8,0,0,16,16,0,0,0,0
sley,t9902-completion.sh,FAIL,1,258,2,3,0,263,263,0,0,0,0
sley,t0002-gitfile.sh,PASS,0,14,0,0,0,14,14,0,0,0,0
sley,t0010-racy-git.sh,PASS,0,10,0,0,0,10,10,0,0,0,0
sley,t0021-conversion.sh,PASS,0,36,0,0,7,43,43,0,0,0,0
sley,t0029-core-unsetenvvars.sh,SKIP,0,0,0,0,1,0,0,0,0,0,0
sley,t0050-filesystem.sh,FAIL,1,5,3,3,2,13,13,0,0,0,0
sley,t0066-dir-iterator.sh,PASS,0,10,0,0,0,10,10,0,0,0,0
sley,t0091-bugreport.sh,FAIL,1,9,4,0,0,13,13,0,0,0,0
sley,t0203-gettext-setlocale-sanity.sh,PASS,0,2,0,0,0,2,2,0,0,0,0
sley,t0302-credential-store.sh,FAIL,1,59,6,0,0,65,65,0,0,0,0
sley,t0602-reffiles-fsck.sh,PASS,0,25,0,0,0,25,25,0,0,0,0
sley,t1002-read-tree-m-u-2way.sh,PASS,0,22,0,0,0,22,22,0,0,0,0
sley,t1010-mktree.sh,FAIL,1,6,2,0,0,8,8,0,0,0,0
sley,t1022-read-tree-partial-clone.sh,FAIL,1,0,1,0,0,1,1,0,0,0,0
sley,t1300-config.sh,PASS,0,514,0,0,2,516,516,0,0,0,0
sley,t1308-config-set.sh,PASS,0,39,0,0,0,39,39,0,0,0,0
sley,t1403-show-ref.sh,FAIL,1,10,2,0,0,12,12,0,0,0,0
sley,t1411-reflog-show.sh,FAIL,1,12,5,0,0,17,17,0,0,0,0
sley,t1419-exclude-refs.sh,PASS,0,13,0,0,0,13,13,0,0,0,0
sley,t1460-refs-migrate.sh,PASS,0,37,0,0,0,37,37,0,0,0,0
sley,t1504-ceiling-dirs.sh,PASS,0,44,0,0,0,44,44,0,0,0,0
sley,t1512-rev-parse-disambiguation.sh,PASS,0,35,0,3,0,38,38,0,0,0,0
sley,t1701-racy-split-index.sh,PASS,0,31,0,0,0,31,31,0,0,0,0
sley,t2005-checkout-index-symlinks.sh,FAIL,1,1,2,0,0,3,3,0,0,0,0
sley,t2013-checkout-submodule.sh,PASS,0,64,0,10,0,74,74,0,0,0,0
sley,t2021-checkout-overwrite.sh,FAIL,1,4,5,0,0,9,9,0,0,0,0
sley,t2050-git-dir-relative.sh,PASS,0,4,0,0,0,4,4,0,0,0,0
sley,t2100-update-cache-badpath.sh,FAIL,1,1,4,0,0,5,5,0,0,0,0
sley,t2108-update-index-refresh-racy.sh,PASS,0,6,0,0,0,6,6,0,0,0,0
sley,t2300-cd-to-toplevel.sh,FAIL,1,0,5,0,0,5,5,0,0,0,0
sley,t2407-worktree-heads.sh,PASS,0,12,0,0,0,12,12,0,0,0,0
sley,t3005-ls-files-relative.sh,PASS,0,4,0,0,0,4,4,0,0,0,0
sley,t3013-ls-files-format.sh,PASS,0,20,0,0,0,20,20,0,0,0,0
sley,t3102-ls-tree-wildcards.sh,PASS,0,3,0,1,0,4,4,0,0,0,0
sley,t3204-branch-name-interpretation.sh,PASS,0,16,0,0,0,16,16,0,0,0,0
sley,t3303-notes-subtrees.sh,PASS,0,23,0,0,0,23,23,0,0,0,0
sley,t3320-notes-merge-worktrees.sh,PASS,0,9,0,0,0,9,9,0,0,0,0
sley,t3406-rebase-message.sh,PASS,0,32,0,0,0,32,32,0,0,0,0
sley,t3417-rebase-whitespace-fix.sh,FAIL,1,0,4,0,0,4,4,0,0,0,0
sley,t3425-rebase-topology-merges.sh,PASS,0,13,0,0,0,13,13,0,0,0,0
sley,t3433-rebase-across-mode-change.sh,PASS,0,4,0,0,0,4,4,0,0,0,0
sley,t3451-history-reword.sh,PASS,0,14,0,0,0,14,14,0,0,0,0
sley,t3506-cherry-pick-ff.sh,PASS,0,11,0,0,0,11,11,0,0,0,0
sley,t3514-cherry-pick-revert-gpg.sh,SKIP,0,0,0,0,1,0,0,0,0,0,0
sley,t3703-add-magic-pathspec.sh,FAIL,1,4,2,0,0,6,6,0,0,0,0
sley,t3904-stash-patch.sh,FAIL,1,4,6,0,0,10,10,0,0,0,0
sley,t4000-diff-format.sh,FAIL,1,35,6,0,0,41,41,0,0,0,0
sley,t4008-diff-break-rewrite.sh,FAIL,1,10,4,0,0,14,14,0,0,0,0
sley,t4016-diff-quote.sh,PASS,0,5,0,0,0,5,5,0,0,0,0
sley,t4025-hunk-header.sh,PASS,0,2,0,0,0,2,2,0,0,0,0
sley,t4033-diff-patience.sh,FAIL,1,9,2,0,0,11,11,0,0,0,0
sley,t4041-diff-submodule-option.sh,PASS,0,47,0,0,0,47,47,0,0,0,0
sley,t4049-diff-stat-count.sh,PASS,0,4,0,0,0,4,4,0,0,0,0
sley,t4057-diff-combined-paths.sh,PASS,0,4,0,0,0,4,4,0,0,0,0
sley,t4065-diff-anchored.sh,PASS,0,7,0,0,0,7,7,0,0,0,0
sley,t4073-diff-stat-name-width.sh,PASS,0,6,0,0,0,6,6,0,0,0,0
sley,t4106-apply-stdin.sh,FAIL,1,1,2,0,0,3,3,0,0,0,0
sley,t4114-apply-typechange.sh,PASS,0,12,0,0,0,12,12,0,0,0,0
sley,t4122-apply-symlink-inside.sh,FAIL,1,6,1,0,0,7,7,0,0,0,0
sley,t4130-apply-criss-cross-rename.sh,FAIL,1,5,2,0,0,7,7,0,0,0,0
sley,t4138-apply-ws-expansion.sh,PASS,0,5,0,0,0,5,5,0,0,0,0
sley,t4201-shortlog.sh,PASS,0,32,0,0,0,32,32,0,0,0,0
sley,t4209-log-pickaxe.sh,FAIL,1,45,3,0,0,48,48,0,0,0,0
sley,t4217-log-limit.sh,FAIL,1,1,2,0,0,3,3,0,0,0,0
sley,t5002-archive-attr-pattern.sh,PASS,0,19,0,0,0,19,19,0,0,0,0
sley,t5303-pack-corruption-resilience.sh,PASS,0,36,0,0,0,36,36,0,0,0,0
sley,t5311-pack-bitmaps-shallow.sh,PASS,0,6,0,0,0,6,6,0,0,0,0
sley,t5319-multi-pack-index.sh,PASS,0,97,0,0,1,98,98,0,0,0,0
sley,t5327-multi-pack-bitmaps-rev.sh,PASS,0,314,0,0,0,314,314,0,0,0,0
sley,t5335-compact-multi-pack-index.sh,FAIL,1,10,4,0,0,14,14,0,0,0,0
sley,t5406-remote-rejects.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t5502-quickfetch.sh,FAIL,1,2,5,0,0,7,7,0,0,0,0
sley,t5511-refspec.sh,PASS,0,47,0,0,0,47,47,0,0,0,0
sley,t5519-push-alternates.sh,PASS,0,8,0,0,0,8,8,0,0,0,0
sley,t5527-fetch-odd-refs.sh,PASS,0,3,0,0,2,5,5,0,0,0,0
sley,t5535-fetch-push-symref.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t5547-push-quarantine.sh,PASS,0,6,0,0,0,6,6,0,0,0,0
sley,t5573-pull-verify-signatures.sh,PASS,0,0,0,0,16,16,16,0,0,0,0
sley,t5603-clone-dirname.sh,PASS,0,47,0,0,0,47,47,0,0,0,0
sley,t5612-clone-refspec.sh,PASS,0,13,0,0,0,13,13,0,0,0,0
sley,t5620-backfill.sh,PASS,0,26,0,0,0,26,26,0,0,0,0
sley,t5710-promisor-remote-capability.sh,PASS,0,24,0,0,0,24,24,0,0,0,0
sley,t5812-proto-disable-http.sh,PASS,0,29,0,0,0,29,29,0,0,0,0
sley,t6003-rev-list-topo-order.sh,PASS,0,36,0,0,0,36,36,0,0,0,0
sley,t6011-rev-list-with-bad-commit.sh,FAIL,1,3,3,0,0,6,6,0,0,0,0
sley,t6020-bundle-misc.sh,FAIL,1,26,10,0,1,37,37,0,0,0,0
sley,t6100-rev-list-in-order.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t6115-rev-list-du.sh,PASS,0,17,0,0,0,17,17,0,0,0,0
sley,t6136-pathspec-in-bare.sh,FAIL,1,1,2,0,0,3,3,0,0,0,0
sley,t6402-merge-rename.sh,PASS,0,46,0,0,0,46,46,0,0,0,0
sley,t6411-merge-filemode.sh,FAIL,1,17,2,0,0,19,19,0,0,0,0
sley,t6419-merge-ignorecase.sh,FAIL,1,0,2,0,0,2,2,0,0,0,0
sley,t6428-merge-conflicts-sparse.sh,FAIL,1,1,1,0,0,2,2,0,0,0,0
sley,t6436-merge-overwrite.sh,FAIL,1,12,6,0,0,18,18,0,0,0,0
sley,t6700-tree-depth.sh,FAIL,1,2,8,0,0,10,10,0,0,0,0
sley,t7010-setup.sh,PASS,0,16,0,0,0,16,16,0,0,0,0
sley,t7063-status-untracked-cache.sh,PASS,0,58,0,0,0,58,58,0,0,0,0
sley,t7107-reset-pathspec-file.sh,FAIL,1,1,10,0,0,11,11,0,0,0,0
sley,t7400-submodule-basic.sh,FAIL,1,116,8,0,0,124,124,0,0,0,0
sley,t7411-submodule-config.sh,PASS,0,20,0,0,0,20,20,0,0,0,0
sley,t7420-submodule-set-url.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t7500-commit-template-squash-signoff.sh,PASS,0,57,0,0,0,57,57,0,0,0,0
sley,t7508-status.sh,FAIL,1,110,7,0,9,126,126,0,0,0,0
sley,t7516-commit-races.sh,FAIL,1,0,2,0,0,2,2,0,0,0,0
sley,t7526-commit-pathspec-file.sh,PASS,0,11,0,0,0,11,11,0,0,0,0
sley,t7606-merge-custom.sh,FAIL,1,2,2,0,0,4,4,0,0,0,0
sley,t7615-diff-algo-with-mergy-operations.sh,FAIL,1,3,4,0,0,7,7,0,0,0,0
sley,t7811-grep-open.sh,PASS,0,10,0,0,0,10,10,0,0,0,0
sley,t8001-annotate.sh,PASS,0,117,0,0,0,117,117,0,0,0,0
sley,t8009-blame-vs-topicbranches.sh,FAIL,1,1,1,0,0,2,2,0,0,0,0
sley,t9002-column.sh,PASS,0,16,0,0,0,16,16,0,0,0,0
sley,t9304-fast-import-marks.sh,FAIL,1,7,1,0,0,8,8,0,0,0,0
sley,t9903-bash-prompt.sh,FAIL,1,54,13,0,0,67,67,0,0,0,0
sley,t0003-attributes.sh,PASS,0,52,0,0,3,55,55,0,0,0,0
sley,t0012-help.sh,PASS,0,181,0,0,0,181,181,0,0,0,0
sley,t0022-crlf-rename.sh,PASS,0,2,0,0,0,2,2,0,0,0,0
sley,t0030-stripspace.sh,PASS,0,30,0,0,0,30,30,0,0,0,0
sley,t0051-windows-named-pipe.sh,SKIP,0,0,0,0,1,0,0,0,0,0,0
sley,t0067-parse_pathspec_file.sh,PASS,0,8,0,0,0,8,8,0,0,0,0
sley,t0092-diagnose.sh,PASS,0,4,0,0,0,4,4,0,0,0,0
sley,t0204-gettext-reencode-sanity.sh,PASS,0,8,0,0,0,8,8,0,0,0,0
sley,t0303-credential-external.sh,PASS,0,23,0,0,0,23,23,0,0,0,0
sley,t0610-reftable-basics.sh,PASS,0,91,0,0,0,91,91,0,0,0,0
sley,t1003-read-tree-prefix.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t1011-read-tree-sparse-checkout.sh,PASS,0,23,0,0,0,23,23,0,0,0,0
sley,t1050-large.sh,PASS,0,29,0,0,0,29,29,0,0,0,0
sley,t1301-shared-repo.sh,PASS,0,22,0,0,0,22,22,0,0,0,0
sley,t1309-early-config.sh,PASS,0,8,0,2,0,10,10,0,0,0,0
sley,t1404-update-ref-errors.sh,FAIL,1,28,10,0,0,38,38,0,0,0,0
sley,t1412-reflog-loop.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t1420-lost-found.sh,PASS,0,2,0,0,0,2,2,0,0,0,0
sley,t1461-refs-list.sh,PASS,0,369,0,0,59,428,428,0,0,0,0
sley,t1505-rev-parse-last.sh,PASS,0,7,0,0,0,7,7,0,0,0,0
sley,t1513-rev-parse-prefix.sh,PASS,0,11,0,0,0,11,11,0,0,0,0
sley,t1800-hook.sh,PASS,0,89,0,0,3,92,92,0,0,0,0
sley,t2006-checkout-index-basic.sh,FAIL,1,7,2,0,0,9,9,0,0,0,0
sley,t2014-checkout-switch.sh,PASS,0,4,0,0,0,4,4,0,0,0,0
sley,t2022-checkout-paths.sh,FAIL,1,4,1,0,0,5,5,0,0,0,0
sley,t2060-switch.sh,FAIL,1,10,6,0,0,16,16,0,0,0,0
sley,t2101-update-index-reupdate.sh,PASS,0,7,0,0,0,7,7,0,0,0,0
sley,t2200-add-update.sh,PASS,0,20,0,0,0,20,20,0,0,0,0
sley,t2400-worktree-add.sh,PASS,0,232,0,0,0,232,232,0,0,0,0
sley,t2500-untracked-overwriting.sh,FAIL,1,4,4,2,0,10,10,0,0,0,0
sley,t3006-ls-files-long.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t3020-ls-files-error-unmatch.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t3103-ls-tree-misc.sh,PASS,0,10,0,0,0,10,10,0,0,0,0
sley,t3205-branch-color.sh,PASS,0,4,0,0,0,4,4,0,0,0,0
sley,t3304-notes-mixed.sh,PASS,0,6,0,0,0,6,6,0,0,0,0
sley,t3321-notes-stripspace.sh,PASS,0,27,0,0,0,27,27,0,0,0,0
sley,t3407-rebase-abort.sh,PASS,0,17,0,0,0,17,17,0,0,0,0
sley,t3418-rebase-continue.sh,PASS,0,30,0,0,0,30,30,0,0,0,0
sley,t3426-rebase-submodule.sh,FAIL,1,23,2,4,0,29,29,0,0,0,0
sley,t3434-rebase-i18n.sh,PASS,0,6,0,0,0,6,6,0,0,0,0
sley,t3452-history-split.sh,PASS,0,25,0,0,0,25,25,0,0,0,0
sley,t3507-cherry-pick-conflict.sh,PASS,0,44,0,0,0,44,44,0,0,0,0
sley,t3600-rm.sh,PASS,0,81,0,1,0,82,82,0,0,0,0
sley,t3704-add-pathspec-file.sh,PASS,0,11,0,0,0,11,11,0,0,0,0
sley,t3905-stash-include-untracked.sh,PASS,0,34,0,0,0,34,34,0,0,0,0
sley,t4001-diff-rename.sh,PASS,0,23,0,0,0,23,23,0,0,0,0
sley,t4009-diff-rename-4.sh,PASS,0,7,0,0,0,7,7,0,0,0,0
sley,t4017-diff-retval.sh,PASS,0,38,0,0,0,38,38,0,0,0,0
sley,t4026-color.sh,PASS,0,34,0,0,0,34,34,0,0,0,0
sley,t4034-diff-words.sh,PASS,0,66,0,0,0,66,66,0,0,0,0
sley,t4042-diff-textconv-caching.sh,FAIL,1,5,3,0,0,8,8,0,0,0,0
sley,t4050-diff-histogram.sh,FAIL,1,8,2,0,0,10,10,0,0,0,0
sley,t4058-diff-duplicates.sh,FAIL,1,13,0,3,0,16,16,0,0,0,0
sley,t4066-diff-emit-delay.sh,PASS,0,2,0,0,0,2,2,0,0,0,0
sley,t4074-diff-shifted-matched-group.sh,PASS,0,4,0,0,0,4,4,0,0,0,0
sley,t4107-apply-ignore-whitespace.sh,FAIL,1,9,2,0,0,11,11,0,0,0,0
sley,t4115-apply-symlink.sh,FAIL,1,7,1,0,0,8,8,0,0,0,0
sley,t4123-apply-shrink.sh,PASS,0,2,0,0,0,2,2,0,0,0,0
sley,t4131-apply-fake-ancestor.sh,PASS,0,3,0,0,0,3,3,0,0,0,0
sley,t4139-apply-escape.sh,PASS,0,12,0,0,0,12,12,0,0,0,0
sley,t4202-log.sh,PASS,0,135,0,0,20,155,155,0,0,0,0
sley,t4210-log-i18n.sh,PASS,0,17,0,0,0,17,17,0,0,0,0
sley,t4252-am-options.sh,PASS,0,8,0,0,0,8,8,0,0,0,0
sley,t5003-archive-zip.sh,FAIL,1,80,2,0,0,82,82,0,0,0,0
sley,t5304-prune.sh,PASS,0,32,0,0,0,32,32,0,0,0,0
sley,t5312-prune-corruption.sh,FAIL,1,7,4,0,0,11,11,0,0,0,0
sley,t5320-delta-islands.sh,FAIL,1,4,11,0,0,15,15,0,0,0,0
sley,t5328-commit-graph-64bit-time.sh,PASS,0,7,0,0,0,7,7,0,0,0,0
sley,t5351-unpack-large-objects.sh,FAIL,1,4,3,0,0,7,7,0,0,0,0
sley,t5407-post-rewrite-hook.sh,PASS,0,17,0,0,0,17,17,0,0,0,0
sley,t5503-tagfollow.sh,FAIL,1,7,5,0,0,12,12,0,0,0,0
sley,t5512-ls-remote.sh,PASS,0,40,0,0,0,40,40,0,0,0,0
sley,t5520-pull.sh,PASS,0,80,0,0,0,80,80,0,0,0,0
sley,t5528-push-default.sh,PASS,0,31,0,1,0,32,32,0,0,0,0
sley,t5536-fetch-conflicts.sh,FAIL,1,4,3,0,0,7,7,0,0,0,0
sley,t5548-push-porcelain.sh,FAIL,1,21,4,0,0,25,25,0,0,0,0
sley,t5574-fetch-output.sh,PASS,0,14,0,0,0,14,14,0,0,0,0
sley,t5604-clone-reference.sh,FAIL,1,31,4,0,0,35,35,0,0,0,0
sley,t5613-info-alternate.sh,FAIL,1,10,3,0,0,13,13,0,0,0,0
sley,t5621-clone-revision.sh,PASS,0,12,0,0,0,12,12,0,0,0,0
sley,t5730-protocol-v2-bundle-uri-file.sh,FAIL,1,6,2,0,0,8,8,0,0,0,0
sley,t5813-proto-disable-ssh.sh,PASS,0,81,0,0,0,81,81,0,0,0,0
sley,t6004-rev-list-path-optim.sh,PASS,0,7,0,0,0,7,7,0,0,0,0
sley,t6012-rev-list-simplify.sh,PASS,0,42,0,0,0,42,42,0,0,0,0
sley,t6021-rev-list-exclude-hidden.sh,FAIL,1,55,7,0,0,62,62,0,0,0,0
sley,t6101-rev-parse-parents.sh,PASS,0,38,0,0,0,38,38,0,0,0,0
sley,t6120-describe.sh,PASS,0,131,0,2,0,133,133,0,0,0,0
sley,t6137-pathspec-wildcards-literal.sh,PASS,0,25,0,0,0,25,25,0,0,0,0
sley,t6403-merge-file.sh,PASS,0,37,0,2,0,39,39,0,0,0,0
sley,t6412-merge-large-rename.sh,PASS,0,10,0,0,0,10,10,0,0,0,0
sley,t6421-merge-partial-clone.sh,FAIL,1,0,3,0,0,3,3,0,0,0,0
sley,t6429-merge-sequence-rename-caching.sh,FAIL,1,4,8,0,0,12,12,0,0,0,0
sley,t6437-submodule-merge.sh,FAIL,1,20,0,2,0,22,22,0,0,0,0
sley,t7001-mv.sh,PASS,0,54,0,0,0,54,54,0,0,0,0
sley,t7011-skip-worktree-reading.sh,PASS,0,15,0,0,0,15,15,0,0,0,0
sley,t7064-wtstatus-pv2.sh,PASS,0,28,0,0,0,28,28,0,0,0,0
sley,t7110-reset-merge.sh,PASS,0,21,0,0,0,21,21,0,0,0,0
sley,t7401-submodule-summary.sh,PASS,0,25,0,0,0,25,25,0,0,0,0
sley,t7412-submodule-absorbgitdirs.sh,PASS,0,12,0,0,0,12,12,0,0,0,0
sley,t7421-submodule-summary-add.sh,PASS,0,5,0,0,0,5,5,0,0,0,0
sley,t7501-commit-basic-functionality.sh,PASS,0,77,0,0,0,77,77,0,0,0,0
sley,t7509-commit-authorship.sh,PASS,0,12,0,0,0,12,12,0,0,0,0
sley,t7517-per-repo-email.sh,PASS,0,16,0,0,0,16,16,0,0,0,0
sley,t7528-signed-commit-ssh.sh,FAIL,1,26,0,3,0,29,29,0,0,0,0
sley,t7607-merge-state.sh,PASS,0,1,0,0,0,1,1,0,0,0,0
sley,t7700-repack.sh,PASS,0,46,0,0,1,47,47,0,0,0,0
sley,t7812-grep-icase-non-ascii.sh,PASS,0,18,0,0,0,18,18,0,0,0,0
sley,t8002-blame.sh,PASS,0,135,0,0,0,135,135,0,0,0,0
sley,t8010-cat-file-filters.sh,PASS,0,9,0,0,0,9,9,0,0,0,0
sley,t9003-help-autocorrect.sh,FAIL,1,1,6,0,0,7,7,0,0,0,0
sley,t9305-fast-import-signatures.sh,FAIL,1,2,5,0,19,26,26,0,0,0,0
