target,script,cell,status,raw_result,directive,description
"oracle","t3430-rebase-merges.sh","20","PASS","ok","","post-rewrite hook and fixups work for merges"
"oracle","t3430-rebase-merges.sh","21","PASS","ok","","refuse to merge ancestors of HEAD"
"oracle","t3430-rebase-merges.sh","22","PASS","ok","","root commits"
"oracle","t3430-rebase-merges.sh","23","PASS","ok","","a ""merge"" into a root commit is a fast-forward"
"oracle","t3430-rebase-merges.sh","24","PASS","ok","","A root commit can be a cousin, treat it that way"
"oracle","t3430-rebase-merges.sh","25","PASS","ok","","labels that are object IDs are rewritten"
"oracle","t3430-rebase-merges.sh","26","PASS","ok","","octopus merges"
"oracle","t3430-rebase-merges.sh","27","PASS","ok","","with --autosquash and --exec"
"oracle","t3430-rebase-merges.sh","28","PASS","ok","","--continue after resolving conflicts after a merge"
"oracle","t3430-rebase-merges.sh","29","PASS","ok","","--rebase-merges with strategies"
"oracle","t3430-rebase-merges.sh","30","PASS","ok","","--rebase-merges with commit that can generate bad characters for filename"
"oracle","t3430-rebase-merges.sh","31","PASS","ok","","--rebase-merges with message matched with onto label"
"oracle","t3430-rebase-merges.sh","32","PASS","ok","","progress shows the correct total"
"oracle","t3430-rebase-merges.sh","33","PASS","ok","","truncate label names"
"oracle","t3430-rebase-merges.sh","34","PASS","ok","","reword fast-forwarded empty merge commit"
