repo_size,repo_name,command_name,command_kind,command,mode,mean_ms,median_ms,stdev_ms,min_ms,max_ms,speedup_vs_git,skipped
md,ripgrep,tag_force_write,write,tag -f sley-bench-write HEAD,git,10.913776,10.7659585,1.1520833546040468,9.81425,13.572166,1.0,
md,ripgrep,tag_force_write,write,tag -f sley-bench-write HEAD,sley_cli,6.922885375,6.8586670000000005,0.7294608447314138,5.846959,8.10225,1.5764779291900382,
md,ripgrep,tag_force_write,write,tag -f sley-bench-write HEAD,sley_harness,1.079734375,0.6978955,0.8162001287329574,0.61075,2.83925,10.107834160600843,
lg,git,status_short,read,status --short,git,33.775369875,31.952,5.638090800421146,26.798334,42.68925,1.0,
lg,git,status_short,read,status --short,sley_cli,25.169151125,25.05375,0.7726735105184991,24.189208,26.745917,1.3419352010426615,
lg,git,status_short,read,status --short,sley_harness,15.759239375,15.6818955,1.356697933697732,14.000208,17.480625,2.143210663363631,
lg,git,log_oneline_100,read,log --oneline -100,git,12.402526,12.207729,0.6900409606397084,11.584291,13.598542,1.0,
lg,git,log_oneline_100,read,log --oneline -100,sley_cli,8.5799895,8.4155625,1.1871090226478782,7.558291,11.316959,1.445517619805945,
lg,git,log_oneline_100,read,log --oneline -100,sley_harness,3.636271,2.5436875,2.3577913344546477,2.143417,9.049875,3.410781539659723,
lg,git,branch_list,read,branch --list,git,17.512885375,16.2279165,4.341733112448791,12.662834,24.204541,1.0,
lg,git,branch_list,read,branch --list,sley_cli,8.474297,8.330187500000001,1.786741457872163,6.10525,11.8235,2.0665885766099534,
lg,git,branch_list,read,branch --list,sley_harness,0.525354125,0.3450835,0.4042179109954847,0.312666,1.480625,33.33539138956984,
lg,git,tag_list,read,tag --list,git,11.717921875,11.397729,1.1400151521927162,10.201708,13.555375,1.0,
lg,git,tag_list,read,tag --list,sley_cli,8.13623975,8.109833,0.36474420858684364,7.68775,8.667958,1.440213444423144,
lg,git,tag_list,read,tag --list,sley_harness,0.511692375,0.3370835,0.4285436121386472,0.326458,1.560958,22.90032536638835,
lg,git,rev_parse_short_head,read,rev-parse --short HEAD,git,10.037187375,9.985104,0.6559984557803991,9.089583,10.96575,1.0,
lg,git,rev_parse_short_head,read,rev-parse --short HEAD,sley_cli,6.082661375,6.2400205,0.3648093241054398,5.455208,6.4455,1.6501308812378201,
lg,git,rev_parse_short_head,read,rev-parse --short HEAD,sley_harness,0.145151,0.14495799999999998,0.004877308918421539,0.139792,0.1555,69.14997054791218,
lg,git,branch_force_write,write,branch -f sley-bench-write HEAD,git,10.936718875,10.755063,0.5994987483936505,10.225917,11.9625,1.0,
lg,git,branch_force_write,write,branch -f sley-bench-write HEAD,sley_cli,7.318458375,7.1647915,0.4374861768202963,6.910625,8.171542,1.4944020058049454,
lg,git,branch_force_write,write,branch -f sley-bench-write HEAD,sley_harness,1.8914426249999998,1.2935415,1.120344256872214,1.103375,4.271125,5.782210219038498,
lg,git,tag_force_write,write,tag -f sley-bench-write HEAD,git,16.859515625,16.388854000000002,4.220789358923482,11.257708,24.722083,1.0,
lg,git,tag_force_write,write,tag -f sley-bench-write HEAD,sley_cli,7.432625125,7.414396,0.3799590396681642,6.763291,7.945417,2.2683123851211318,
lg,git,tag_force_write,write,tag -f sley-bench-write HEAD,sley_harness,1.188994625,1.1048125,0.19951979325795333,1.061916,1.640875,14.179639899549587,
